,id,index_right,cluster,sqkm,precipitation prc_mean,SGC yld Irrigation High_mean,YAM yld Rain-fed Low_mean,CAS yld Rain-fed Low_mean,SGC yld Rain-fed High_mean,SGC evt Irrigation Low_mean,PTS evt Rain-fed Low_mean,RCP yld Irrigation Low_mean,YAM cwd Rain-fed High_mean,CON cwd Rain-fed High_mean,CON evt Irrigation Low_mean,CAS evt Rain-fed High_mean,PTS yld Rain-fed High_mean,PTS evt Irrigation High_mean,RCP yld Rain-fed High_mean,SGC yld Rain-fed Low_mean,RCP evt Rain-fed Low_mean,YAM yld Irrigation High_mean,SGC yld Irrigation Low_mean,CON yld Irrigation High_mean,CON yld Irrigation Low_mean,YAM evt Irrigation High_mean,CAS evt Irrigation Low_mean,RCP cwd Rain-fed Low_mean,SGC cwd Irrigation Low_mean,RCP yld Rain-fed Low_mean,CON cwd Rain-fed Low_mean,RCP evt Irrigation High_mean,PTS evt Rain-fed High_mean,YAM evt Rain-fed High_mean,PTS cwd Rain-fed High_mean,YAM evt Rain-fed Low_mean,PTS evt Irrigation Low_mean,CAS cwd Irrigation Low_mean,CAS yld Rain-fed High_mean,CON yld Rain-fed Low_mean,PTS cwd Irrigation High_mean,CAS evt Irrigation High_mean,CON cwd Irrigation Low_mean,PTS cwd Rain-fed Low_mean,SGC evt Rain-fed Low_mean,CON evt Rain-fed High_mean,SGC cwd Rain-fed Low_mean,RCP cwd Irrigation High_mean,SGC cwd Irrigation High_mean,CAS yld Irrigation Low_mean,CAS evt Rain-fed Low_mean,YAM yld Irrigation Low_mean,YAM cwd Rain-fed Low_mean,PTS yld Rain-fed Low_mean,PTS cwd Irrigation Low_mean,CON yld Rain-fed High_mean,PTS yld Irrigation High_mean,SGC evt Irrigation High_mean,CON evt Rain-fed Low_mean,RCP yld Irrigation High_mean,YAM cwd Irrigation High_mean,YAM evt Irrigation Low_mean,CON cwd Irrigation High_mean,PTS yld Irrigation Low_mean,CON evt Irrigation High_mean,RCP evt Irrigation Low_mean,YAM cwd Irrigation Low_mean,RCP cwd Irrigation Low_mean,CAS yld Irrigation High_mean,RCP evt Rain-fed High_mean,CAS cwd Irrigation High_mean,RCP cwd Rain-fed High_mean,CAS cwd Rain-fed High_mean,SGC cwd Rain-fed High_mean,SGC evt Rain-fed High_mean,CAS cwd Rain-fed Low_mean,YAM yld Rain-fed High_mean,LCType2,LCType5,LCType6,LCType10,geometry
77,77,0,FJI,87.69337198894087,2547.3333333333335,11337.5,1853.3333333333333,1909.0,11337.5,803.3333333333334,472.1666666666667,1999.0,1.0,0.16666666666666666,108.16666666666667,868.5,6785.5,560.8333333333334,6663.5,3553.5,471.1666666666667,6735.666666666667,3468.5,630.0,200.83333333333334,763.8333333333334,561.0,1.0,1.0,1928.0,0.16666666666666666,552.0,576.6666666666666,944.0,1.0,799.1666666666666,472.1666666666667,1.0,9220.833333333334,201.16666666666666,1.0,638.0,0.16666666666666666,1.0,944.8333333333334,145.66666666666666,1.0,1.0,1.0,1831.5,712.6666666666666,1850.3333333333333,1.0,1597.0,1.0,630.0,6785.5,972.5,125.5,6722.0,1.0,618.6666666666666,0.16666666666666666,1597.0,114.16666666666667,481.8333333333333,1.0,1.0,9220.833333333334,564.6666666666666,1.0,1.0,1.0,1.0,1142.3333333333333,1.0,6735.666666666667,6.0,,,,"POLYGON ((178.1429350000002 -18.00604699999995, 178.14293500000022 -17.916046999999946, 178.05293500000025 -17.916046999999946, 178.05293500000022 -18.00604699999995, 178.1429350000002 -18.00604699999995))"
78,78,0,FJI,87.73683656236406,2446.5,11250.0,1689.75,1931.75,11250.0,787.0,460.25,2011.0,1.0,0.25,0.0,855.25,6809.0,547.0,6702.5,3513.0,462.75,6978.75,3433.5,1003.25,0.0,753.25,549.75,1.0,1.0,1925.0,0.0,540.75,562.0,896.0,1.0,737.75,460.25,1.0,9275.5,0.0,1.0,625.5,0.0,1.0,912.25,223.5,1.0,1.0,1.0,1858.0,691.25,1687.25,1.0,1637.25,1.0,1003.25,6809.0,953.75,0.0,6916.5,1.0,608.75,0.25,1637.25,172.25,476.5,1.0,1.0,9275.5,544.25,1.0,1.0,1.0,1.0,1125.75,1.0,6978.75,3.0,,1.0,,"POLYGON ((178.14293500000022 -17.916046999999946, 178.14293500000025 -17.82604699999995, 178.05293500000025 -17.82604699999995, 178.05293500000025 -17.916046999999946, 178.14293500000022 -17.916046999999946))"
79,79,0,FJI,87.78008828927045,2408.75,11260.5,1742.5,1958.25,11260.5,794.5,469.75,2016.0,1.0,0.5,0.0,858.0,6810.5,551.5,6775.0,3514.75,466.75,7186.25,3436.25,1907.0,0.0,772.75,555.0,1.0,1.0,1919.25,0.0,549.5,567.5,875.5,1.0,742.0,466.5,1.0,9274.0,0.0,1.0,632.0,0.0,1.0,916.75,444.5,1.0,1.0,1.0,1884.5,695.5,1739.75,1.0,1715.25,1.0,1907.0,6810.5,963.5,0.0,7101.25,1.0,615.25,0.5,1714.75,342.5,478.75,1.0,1.0,9274.0,530.5,1.0,1.0,1.0,1.0,1131.25,1.0,7186.25,3.0,,1.0,,"POLYGON ((178.14293500000025 -17.826046999999953, 178.14293500000022 -17.73604699999995, 178.05293500000022 -17.73604699999995, 178.05293500000025 -17.826046999999953, 178.14293500000025 -17.826046999999953))"
80,80,0,FJI,87.8231270857249,2377.25,11282.25,1771.75,1983.25,11282.25,795.75,473.75,2018.25,1.0,0.5,0.0,858.0,6816.5,554.0,6868.5,3522.5,454.0,7311.5,3439.75,1891.75,0.0,776.5,555.25,1.0,1.0,1910.5,0.0,551.75,571.0,878.5,1.0,741.0,465.75,1.0,9284.0,0.0,1.0,633.0,0.0,1.0,927.25,443.5,1.0,1.0,1.0,1905.75,701.5,1769.0,1.0,1745.5,1.0,1891.75,6816.5,965.0,0.0,7234.5,1.0,615.5,0.5,1745.0,342.25,481.5,1.0,1.0,9284.0,527.25,1.0,1.0,1.0,1.0,1129.5,1.0,7311.5,4.0,,,,"POLYGON ((178.14293500000022 -17.73604699999995, 178.14293500000022 -17.646046999999946, 178.0529350000002 -17.646046999999946, 178.05293500000022 -17.73604699999995, 178.14293500000022 -17.73604699999995))"
81,81,0,FJI,87.86595286831282,2347.5,11303.5,1902.0,1988.75,11303.5,814.0,476.5,2007.75,1.0,0.5,167.0,870.0,6784.75,562.75,7150.25,3543.0,442.0,7878.25,3464.5,2162.25,300.75,782.5,567.25,1.0,1.0,1887.5,0.25,560.25,580.0,912.0,1.0,753.0,469.25,1.0,9249.75,301.25,1.0,647.25,0.25,1.0,943.25,450.25,1.0,1.0,1.0,1913.25,713.75,1899.25,1.0,1860.5,1.0,2162.25,6784.75,987.25,192.75,7581.0,1.0,629.5,0.5,1860.5,349.75,485.0,1.0,1.0,9249.75,541.0,1.0,1.75,1.0,1.0,1147.5,1.0,7878.25,3.0,,1.0,,"POLYGON ((178.14293500000022 -17.646046999999946, 178.1429350000002 -17.556046999999946, 178.05293500000022 -17.556046999999946, 178.0529350000002 -17.646046999999946, 178.14293500000022 -17.646046999999946))"
82,82,0,FJI,87.9085655540987,2338.75,11447.5,2272.75,1998.0,11447.5,856.0,486.75,1994.0,1.0,0.75,167.0,882.75,6742.5,574.25,7565.5,3588.0,454.5,8582.75,3511.25,3241.25,300.75,810.25,589.25,1.0,1.0,1865.5,0.25,573.25,589.5,936.75,1.0,817.0,485.0,1.0,9207.5,301.25,1.0,683.25,0.25,1.0,973.5,664.5,1.0,1.0,1.0,1923.0,736.0,2269.0,1.0,2059.25,1.0,3241.25,6742.5,1036.5,192.75,7999.0,1.0,664.5,0.75,2059.25,540.5,495.25,1.0,1.0,9207.5,553.5,1.0,1.75,1.0,1.0,1174.0,1.0,8582.75,1.0,,2.0,1.0,"POLYGON ((178.1429350000002 -17.55604699999995, 178.14293500000022 -17.466046999999943, 178.05293500000022 -17.466046999999943, 178.05293500000022 -17.55604699999995, 178.1429350000002 -17.55604699999995))"
83,83,0,FJI,87.95096506046742,2330.0,11394.25,2559.75,2036.75,11394.25,908.75,507.25,1979.25,1.0,1.0,347.75,904.75,6976.5,589.0,7961.25,3583.25,473.25,9034.0,3529.0,4602.25,702.0,852.25,619.25,1.0,1.0,1860.0,0.5,591.25,602.0,942.0,1.0,847.0,507.25,1.0,9191.5,702.75,1.0,729.25,0.5,1.0,1015.25,884.25,1.0,1.0,2.0,1967.5,765.0,2556.25,1.0,2354.0,1.0,4602.25,6976.5,1098.0,397.0,8392.5,1.0,708.25,1.0,2354.0,751.25,508.5,1.0,1.0,9191.5,569.0,1.0,3.0,1.0,1.0,1214.5,1.0,9034.0,,,1.0,3.0,"POLYGON ((178.14293500000022 -17.466046999999943, 178.14293500000016 -17.376046999999947, 178.05293500000022 -17.376046999999947, 178.05293500000022 -17.466046999999943, 178.14293500000022 -17.466046999999943))"
84,84,0,FJI,87.60580464009813,2776.3333333333335,11217.666666666666,1920.6666666666667,1867.3333333333333,11217.666666666666,881.3333333333334,514.6666666666666,1970.3333333333333,1.0,1.0,667.0,922.3333333333334,6642.666666666667,601.0,6639.333333333333,3570.6666666666665,498.6666666666667,6595.0,3519.6666666666665,3819.0,1345.6666666666667,834.3333333333334,616.3333333333334,1.0,1.0,1913.3333333333333,1.0,602.6666666666666,616.3333333333334,1001.0,1.0,875.6666666666666,515.0,1.0,8945.333333333334,1347.6666666666667,1.0,702.6666666666666,1.0,1.0,1032.6666666666667,897.6666666666666,1.0,1.0,1.0,1799.0,776.0,1918.0,1.0,1634.0,1.0,3819.0,6642.666666666667,1067.6666666666667,772.6666666666666,6639.333333333333,1.0,675.3333333333334,1.0,1634.0,706.3333333333334,501.3333333333333,1.0,1.0,8945.333333333334,618.3333333333334,1.0,1.0,1.0,1.0,1225.3333333333333,1.0,6595.0,2.0,,1.0,,"POLYGON ((178.23293500000023 -18.186046999999952, 178.23293500000023 -18.096046999999942, 178.1429350000002 -18.096046999999942, 178.14293500000025 -18.186046999999952, 178.23293500000023 -18.186046999999952))"
85,85,0,FJI,87.64969465330064,2739.0,11363.25,1895.0,1879.0,11363.25,851.5,501.5,1986.0,1.0,0.75,490.75,898.75,6714.5,587.75,6578.75,3600.25,490.25,6543.0,3529.0,2786.5,950.0,807.25,595.25,1.0,1.0,1927.5,0.75,587.25,603.75,976.5,1.0,851.25,503.0,1.0,9078.25,951.5,1.0,677.75,0.75,1.0,1000.75,662.5,1.0,1.0,1.0,1806.25,754.0,1892.0,1.0,1587.0,1.0,2786.5,6714.5,1031.0,570.25,6582.5,1.0,654.0,0.75,1587.25,519.25,494.25,1.0,1.0,9078.25,598.75,1.0,1.0,1.0,1.0,1190.5,1.0,6543.0,3.0,,1.0,,"POLYGON ((178.23293500000023 -18.096046999999952, 178.23293500000023 -18.006046999999942, 178.1429350000002 -18.006046999999942, 178.1429350000002 -18.096046999999952, 178.23293500000023 -18.096046999999952))"
86,86,0,FJI,87.69337198896024,2614.3333333333335,11405.5,1895.5,1892.3333333333333,11405.5,831.5,485.5,1991.8333333333333,1.0,0.5,217.66666666666666,891.0,6756.0,579.1666666666666,6767.5,3584.8333333333335,480.3333333333333,6839.166666666667,3500.8333333333335,1865.5,402.1666666666667,791.5,580.5,1.0,1.0,1929.0,0.3333333333333333,575.6666666666666,595.8333333333334,967.3333333333334,1.0,821.6666666666666,488.5,1.0,9167.5,402.8333333333333,1.0,661.8333333333334,0.3333333333333333,1.0,973.1666666666666,445.1666666666667,1.0,1.0,1.0,1816.5,733.3333333333334,1892.1666666666667,1.0,1595.3333333333333,1.0,1865.5,6756.0,1008.3333333333334,253.16666666666666,6782.666666666667,1.0,640.0,0.5,1595.5,344.5,492.3333333333333,1.0,1.0,9167.5,587.8333333333334,1.0,1.0,1.0,1.0,1175.3333333333333,1.0,6839.166666666667,4.0,,2.0,,"POLYGON ((178.23293500000023 -18.00604699999995, 178.2329350000002 -17.916046999999946, 178.14293500000022 -17.916046999999946, 178.1429350000002 -18.00604699999995, 178.23293500000023 -18.00604699999995))"
87,87,0,FJI,87.73683656238343,2524.5,11416.0,2002.75,1913.0,11416.0,848.25,489.5,1987.25,1.0,0.75,167.75,905.0,6730.0,588.75,7141.75,3584.25,487.0,7405.25,3512.0,2966.5,324.5,809.0,591.5,1.0,1.0,1912.25,0.25,586.25,605.75,980.0,1.0,826.0,489.5,1.0,9149.75,324.75,1.0,675.0,0.25,1.0,984.0,675.5,1.0,1.0,1.0,1840.5,741.5,1999.25,1.0,1721.25,1.0,2966.5,6730.0,1029.5,194.0,7182.25,1.0,653.75,0.75,1721.25,521.25,499.75,1.0,1.0,9149.75,598.75,1.0,1.0,1.0,1.0,1195.25,1.0,7405.25,2.0,,2.0,,"POLYGON ((178.2329350000002 -17.916046999999946, 178.23293500000023 -17.82604699999995, 178.14293500000025 -17.82604699999995, 178.14293500000022 -17.916046999999946, 178.2329350000002 -17.916046999999946))"
88,88,0,FJI,87.78008828928016,2487.5,11401.75,2136.75,1933.0,11401.75,872.0,502.0,1980.5,1.0,1.0,336.75,921.25,6695.0,602.5,7466.25,3592.5,499.25,7912.0,3533.75,4084.25,650.0,832.0,608.0,1.0,1.0,1893.5,0.5,601.25,620.0,995.5,1.0,842.5,499.0,1.0,9096.0,650.75,1.0,694.25,0.5,1.0,1005.0,905.25,1.0,1.0,1.0,1864.5,757.5,2133.5,1.0,1862.75,1.0,4084.25,6695.0,1058.75,389.25,7546.25,1.0,672.5,1.0,1862.75,701.0,505.0,1.0,1.0,9096.0,606.5,1.0,1.0,1.0,1.0,1220.0,1.0,7912.0,3.0,,1.0,,"POLYGON ((178.23293500000023 -17.826046999999953, 178.23293500000023 -17.73604699999995, 178.14293500000025 -17.73604699999995, 178.14293500000025 -17.826046999999953, 178.23293500000023 -17.826046999999953))"
89,89,0,FJI,87.82312708573463,2451.5,11405.75,2203.0,1948.75,11405.75,874.25,507.0,1980.0,1.0,1.0,339.0,921.75,6695.75,602.5,7610.5,3589.75,495.0,8227.25,3533.25,4164.75,657.0,835.0,609.0,1.0,1.0,1882.25,0.5,601.5,620.5,995.5,1.0,842.5,499.0,1.0,9101.25,658.0,1.0,696.25,0.5,1.0,1004.25,905.75,1.0,1.0,1.0,1880.75,758.5,2199.75,1.0,1937.75,1.0,4164.75,6695.75,1061.75,391.25,7760.0,1.0,674.75,1.0,1937.75,703.25,507.0,1.0,1.0,9101.25,599.25,1.0,1.0,1.0,1.0,1221.25,1.0,8227.25,3.0,,1.0,,"POLYGON ((178.23293500000023 -17.73604699999995, 178.23293500000023 -17.646046999999946, 178.14293500000022 -17.646046999999946, 178.14293500000025 -17.73604699999995, 178.23293500000023 -17.73604699999995))"
90,90,0,FJI,87.86595286833223,2415.25,11366.25,2307.25,1968.0,11366.25,887.5,513.75,1974.5,1.0,1.0,509.0,931.5,6670.25,608.25,7849.5,3591.0,489.0,8734.25,3538.75,4562.0,975.75,847.75,617.75,1.0,1.0,1875.0,0.75,607.5,627.0,1004.75,1.0,850.75,504.0,1.0,9067.0,977.0,1.0,706.75,0.75,1.0,1016.5,915.5,1.0,1.0,1.0,1901.75,766.75,2304.0,1.0,2061.5,1.0,4562.0,6670.25,1078.0,586.5,8104.25,1.0,685.0,1.0,2061.5,714.25,507.75,1.0,1.0,9067.0,598.25,1.0,1.75,1.0,1.0,1235.5,1.0,8734.25,1.0,,2.0,1.0,"POLYGON ((178.23293500000023 -17.646046999999946, 178.2329350000002 -17.556046999999946, 178.1429350000002 -17.556046999999946, 178.14293500000022 -17.646046999999946, 178.23293500000023 -17.646046999999946))"
91,91,0,FJI,87.90856555410842,2400.0,11382.5,2366.25,1983.0,11382.5,897.5,510.25,1975.75,1.0,1.0,509.5,918.75,6676.0,599.25,7892.5,3594.0,486.75,8867.75,3542.25,4581.25,972.0,849.5,618.0,1.0,1.0,1875.0,0.75,600.0,615.25,974.25,1.0,849.5,505.5,1.0,9083.0,973.0,1.0,717.25,0.75,1.0,1015.75,906.75,1.0,1.0,1.0,1916.75,765.75,2363.25,1.0,2127.25,1.0,4581.25,6676.0,1088.0,586.25,8191.0,1.0,696.0,1.0,2127.25,732.25,505.0,1.0,1.0,9083.0,586.25,1.0,1.75,1.0,1.0,1225.25,1.0,8867.75,,,2.0,2.0,"POLYGON ((178.2329350000002 -17.55604699999995, 178.23293500000025 -17.466046999999943, 178.14293500000022 -17.466046999999943, 178.1429350000002 -17.55604699999995, 178.2329350000002 -17.55604699999995))"
92,92,0,FJI,87.95096506049657,2384.75,11354.5,2486.5,2005.5,11354.5,916.0,513.25,1972.0,1.0,1.0,516.75,912.75,6786.75,594.5,7986.5,3583.5,486.25,8963.0,3541.25,4685.25,1016.75,859.75,624.25,1.0,1.0,1870.0,0.75,597.25,607.5,951.0,1.0,854.0,512.75,1.0,9105.75,1017.75,1.0,735.5,0.75,1.0,1023.25,898.5,1.0,1.0,1.0,1941.25,771.0,2483.75,1.0,2269.5,1.0,4685.25,6786.75,1109.0,591.75,8294.75,1.0,713.75,1.0,2269.5,758.0,507.75,1.0,1.0,9105.75,581.5,1.0,1.25,1.0,1.0,1225.0,1.0,8963.0,,,1.0,3.0,"POLYGON ((178.23293500000025 -17.466046999999943, 178.23293500000023 -17.376046999999947, 178.14293500000016 -17.376046999999947, 178.14293500000022 -17.466046999999943, 178.23293500000025 -17.466046999999943))"
93,93,0,FJI,87.99315130538201,2366.5,11265.0,2608.5,2022.5,11265.0,934.5,523.0,1962.0,1.0,1.0,692.5,927.0,6871.0,603.5,8199.0,3569.5,490.0,9241.5,3540.0,5038.5,1378.0,877.5,637.0,1.0,1.0,1864.0,1.0,606.5,616.5,965.5,1.0,866.5,522.0,1.0,9080.0,1379.5,1.0,751.0,1.0,1.0,1041.0,906.5,1.0,1.0,1.0,1962.0,783.5,2606.0,1.0,2419.5,1.0,5038.5,6871.0,1132.0,792.0,8527.5,1.0,728.0,1.0,2419.5,774.0,511.0,1.0,1.0,9080.0,587.5,1.0,1.5,1.0,1.0,1246.0,1.0,9241.5,,,,2.0,"POLYGON ((178.23293500000023 -17.376046999999947, 178.23293500000023 -17.286046999999954, 178.14293500000022 -17.286046999999954, 178.14293500000016 -17.376046999999947, 178.23293500000023 -17.376046999999947))"
94,94,0,FJI,87.60580464004967,2786.0,11235.0,1904.0,1864.5,11235.0,881.5,515.0,1971.0,1.0,1.0,667.0,923.0,6645.5,601.5,6624.5,3576.5,499.0,6582.5,3534.0,3852.5,1350.5,836.0,616.0,1.0,1.0,1914.0,1.0,604.0,617.0,1002.5,1.0,876.0,514.5,1.0,8959.0,1352.5,1.0,703.5,1.0,1.0,1032.5,899.0,1.0,1.0,1.0,1799.0,776.0,1902.0,1.0,1611.0,1.0,3852.5,6645.5,1069.5,773.5,6624.5,1.0,676.0,1.0,1611.0,708.0,512.0,1.0,1.0,8959.0,619.5,1.0,1.0,1.0,1.0,1226.5,1.0,6582.5,1.0,,1.0,,"POLYGON ((178.32293500000017 -18.186046999999952, 178.3229350000002 -18.096046999999942, 178.23293500000023 -18.096046999999942, 178.23293500000023 -18.186046999999952, 178.32293500000017 -18.186046999999952))"
95,95,0,FJI,87.64969465323277,2769.5,11293.5,1912.0,1872.25,11293.5,874.5,512.0,1976.0,1.0,1.0,661.75,916.5,6664.25,597.5,6614.75,3592.75,497.25,6580.75,3538.5,3781.0,1305.75,829.75,611.0,1.0,1.0,1918.25,1.0,599.25,612.75,995.25,1.0,869.5,511.25,1.0,9001.25,1307.75,1.0,697.5,1.0,1.0,1024.5,892.75,1.0,1.0,1.0,1804.5,770.5,1909.75,1.0,1615.25,1.0,3781.0,6664.25,1060.5,768.25,6614.75,1.0,671.0,1.0,1615.5,702.0,503.25,1.0,1.0,9001.25,615.0,1.0,1.0,1.0,1.0,1217.0,1.0,6580.75,2.0,,2.0,,"POLYGON ((178.3229350000002 -18.096046999999952, 178.32293500000023 -18.006046999999942, 178.23293500000023 -18.006046999999942, 178.23293500000023 -18.096046999999952, 178.3229350000002 -18.096046999999952))"
96,96,0,FJI,87.69337198894085,2661.5,11331.666666666666,1963.0,1886.5,11331.666666666666,875.3333333333334,505.3333333333333,1977.0,1.0,1.0,555.1666666666666,924.8333333333334,6672.833333333333,603.8333333333334,6964.166666666667,3590.6666666666665,491.3333333333333,7075.166666666667,3529.3333333333335,3921.5,1080.5,833.6666666666666,611.0,1.0,1.0,1917.5,0.8333333333333334,603.6666666666666,620.6666666666666,1002.0,1.0,855.8333333333334,506.8333333333333,1.0,9033.666666666666,1082.1666666666667,1.0,698.8333333333334,0.8333333333333334,1.0,1017.0,905.6666666666666,1.0,1.0,1.0,1817.6666666666667,764.8333333333334,1960.1666666666667,1.0,1671.6666666666667,1.0,3921.5,6672.833333333333,1063.5,643.8333333333334,6965.833333333333,1.0,672.8333333333334,1.0,1671.8333333333333,704.1666666666666,502.0,1.0,1.0,9033.666666666666,616.5,1.0,1.0,1.0,1.0,1225.5,1.0,7075.166666666667,3.0,,3.0,,"POLYGON ((178.32293500000023 -18.00604699999995, 178.3229350000002 -17.916046999999946, 178.23293500000025 -17.916046999999946, 178.23293500000023 -18.00604699999995, 178.32293500000023 -18.00604699999995))"
97,97,0,FJI,87.73683656236405,2584.75,11289.0,2054.0,1901.75,11289.0,888.5,507.5,1970.25,1.0,1.0,511.5,938.75,6651.5,613.25,7336.25,3570.25,497.5,7599.5,3522.0,4185.75,1017.75,848.0,619.5,1.0,1.0,1910.0,0.75,612.5,630.75,1015.25,1.0,857.5,507.5,1.0,9008.5,1019.0,1.0,709.5,0.75,1.0,1021.75,921.75,1.0,1.0,1.0,1836.5,770.5,2051.25,1.0,1779.0,1.0,4185.75,6651.5,1080.5,590.5,7340.5,1.0,684.25,1.0,1779.0,716.0,509.5,1.0,1.0,9008.5,618.5,1.0,1.0,1.0,1.0,1244.25,1.0,7599.5,2.0,,2.0,,"POLYGON ((178.3229350000002 -17.916046999999946, 178.3229350000002 -17.82604699999995, 178.23293500000028 -17.82604699999995, 178.23293500000025 -17.916046999999946, 178.3229350000002 -17.916046999999946))"
98,98,0,FJI,87.78008828925104,2551.75,11303.25,2112.5,1917.0,11303.25,891.25,507.75,1970.5,1.0,1.0,674.25,939.5,6651.0,614.25,7495.0,3587.5,500.5,7832.25,3542.5,4310.75,1290.0,851.5,621.25,1.0,1.0,1902.5,1.0,613.0,631.5,1015.25,1.0,858.0,507.5,1.0,9019.25,1292.0,1.0,711.25,1.0,1.0,1023.25,923.25,1.0,1.0,1.0,1853.75,771.75,2110.0,1.0,1842.25,1.0,4310.75,6651.0,1083.5,779.25,7500.5,1.0,687.0,1.0,1842.25,718.25,505.5,1.0,1.0,9019.25,619.5,1.0,1.0,1.0,1.0,1245.5,1.0,7832.25,4.0,,,,"POLYGON ((178.3229350000002 -17.826046999999953, 178.3229350000002 -17.73604699999995, 178.23293500000023 -17.73604699999995, 178.23293500000028 -17.826046999999953, 178.3229350000002 -17.826046999999953))"
99,99,0,FJI,87.8231270856958,2513.75,11310.0,2178.75,1933.0,11310.0,894.0,512.75,1970.0,1.0,1.0,676.25,940.25,6650.0,614.25,7666.25,3589.0,500.25,8142.75,3546.25,4450.25,1292.25,854.75,622.75,1.0,1.0,1888.75,1.0,613.5,632.25,1015.5,1.0,858.5,508.25,1.0,9025.25,1294.25,1.0,713.0,1.0,1.0,1024.75,923.75,1.0,1.0,1.0,1870.5,773.0,2176.25,1.0,1917.5,1.0,4450.25,6650.0,1086.75,780.75,7711.25,1.0,689.75,1.0,1917.5,720.25,506.0,1.0,1.0,9025.25,616.75,1.0,1.0,1.0,1.0,1247.0,1.0,8142.75,2.0,,2.0,,"POLYGON ((178.3229350000002 -17.73604699999995, 178.32293500000023 -17.646046999999946, 178.23293500000025 -17.646046999999946, 178.23293500000023 -17.73604699999995, 178.3229350000002 -17.73604699999995))"
100,100,0,FJI,87.86595286828369,2472.5,11285.25,2263.0,1949.5,11285.25,901.5,519.75,1966.75,1.0,1.0,681.5,944.75,6638.0,616.75,7882.75,3580.75,498.5,8550.25,3545.75,4682.0,1326.0,861.75,627.5,1.0,1.0,1877.75,1.0,616.25,635.25,1019.75,1.0,862.75,510.75,1.0,9008.5,1327.25,1.0,718.75,1.0,1.0,1031.25,928.0,1.0,1.0,1.0,1888.5,777.0,2260.5,1.0,2015.75,1.0,4682.0,6638.0,1095.75,785.0,7989.25,1.0,695.75,1.0,2015.75,726.5,508.5,1.0,1.0,9008.5,615.0,1.0,1.0,1.0,1.0,1254.25,1.0,8550.25,,,3.0,1.0,"POLYGON ((178.32293500000023 -17.646046999999946, 178.3229350000002 -17.556046999999946, 178.23293500000023 -17.556046999999946, 178.23293500000025 -17.646046999999946, 178.32293500000023 -17.646046999999946))"
101,101,0,FJI,87.90856555405986,2451.5,11320.75,2335.75,1969.25,11320.75,910.0,518.25,1969.25,1.0,1.0,680.75,930.25,6648.0,606.75,7928.5,3590.0,497.0,8691.75,3554.0,4720.75,1304.75,861.75,626.5,1.0,1.0,1877.75,1.0,607.75,622.5,987.25,1.0,860.0,511.0,1.0,9034.5,1306.0,1.0,728.0,1.0,1.0,1028.75,918.0,1.0,1.0,1.0,1907.5,774.75,2333.5,1.0,2095.75,1.0,4720.75,6648.0,1103.75,783.0,8080.5,1.0,705.25,1.0,2095.75,743.5,506.5,1.0,1.0,9034.5,605.25,1.0,1.0,1.0,1.0,1241.5,1.0,8691.75,,,1.0,3.0,"POLYGON ((178.3229350000002 -17.55604699999995, 178.32293500000026 -17.466046999999943, 178.23293500000025 -17.466046999999943, 178.23293500000023 -17.55604699999995, 178.3229350000002 -17.55604699999995))"
102,102,0,FJI,87.64969465325218,2780.0,11219.0,1932.5,1869.25,11219.0,888.25,517.5,1967.75,1.0,1.0,672.0,929.0,6634.0,605.5,6665.75,3571.0,503.5,6642.75,3530.75,3887.5,1358.5,844.0,620.5,1.0,1.0,1910.0,1.0,608.0,620.5,1008.25,1.0,880.75,517.25,1.0,8948.5,1360.5,1.0,709.5,1.0,1.0,1037.25,905.25,1.0,1.0,1.0,1804.75,780.25,1930.25,1.0,1644.25,1.0,3887.5,6634.0,1078.5,778.25,6665.75,1.0,681.0,1.0,1644.25,714.75,519.75,1.0,1.0,8948.5,623.25,1.0,1.0,1.0,1.0,1234.75,1.0,6642.75,2.0,,1.0,1.0,"POLYGON ((178.4129350000002 -18.096046999999952, 178.41293500000023 -18.006046999999942, 178.32293500000023 -18.006046999999942, 178.3229350000002 -18.096046999999952, 178.4129350000002 -18.096046999999952))"
103,103,0,FJI,87.69337198891176,2681.8333333333335,11197.166666666666,2000.3333333333333,1881.5,11197.166666666666,898.6666666666666,515.6666666666666,1963.1666666666667,1.0,1.0,679.5,945.6666666666666,6620.5,617.1666666666666,7088.333333333333,3560.0,498.5,7231.666666666667,3522.1666666666665,4161.166666666667,1369.8333333333333,856.5,627.1666666666666,1.0,1.0,1904.3333333333333,1.0,617.3333333333334,633.8333333333334,1023.8333333333334,1.0,874.1666666666666,515.5,1.0,8938.0,1371.8333333333333,1.0,718.6666666666666,1.0,1.0,1038.3333333333333,925.8333333333334,1.0,1.0,1.0,1818.5,781.5,1998.3333333333333,1.0,1724.5,1.0,4161.166666666667,6620.5,1093.0,785.3333333333334,7090.333333333333,1.0,690.3333333333334,1.0,1724.5,724.5,513.0,1.0,1.0,8938.0,627.1666666666666,1.0,1.0,1.0,1.0,1255.3333333333333,1.0,7231.666666666667,3.0,,3.0,,"POLYGON ((178.41293500000023 -18.00604699999995, 178.41293500000018 -17.916046999999946, 178.32293500000026 -17.916046999999946, 178.32293500000023 -18.00604699999995, 178.41293500000023 -18.00604699999995))"
